#country+code,#country+name,#indicator+code,#indicator+name,#indicator+value+num,#date+year
KGZ,Kyrgyzstan,46206,"Pupil-teacher ratio, primary school (pupils per teacher)",25.30667,2014
KGZ,Kyrgyzstan,48706,"Labour force participation rate (% ages 15 and older), female",50.388,2014
KGZ,Kyrgyzstan,48806,"Labour force participation rate (% ages 15 and older), male",75.033,2014
KGZ,Kyrgyzstan,52306,Research and development expenditure (% of GDP),0.12536,2014
KGZ,Kyrgyzstan,52606,"Remittances, inflows (% of GDP)",30.032114,2014
KGZ,Kyrgyzstan,53506,"Foreign direct investment, net inflows (% of GDP)",4.5930137,2014
KGZ,Kyrgyzstan,57206,"Mortality rate, infant (per 1,000 live births)",20.949755,2014
KGZ,Kyrgyzstan,57506,"Mortality rate, under-five (per 1,000 live births)",23.546215,2014
KGZ,Kyrgyzstan,57806,"Mortality rate, female adult (per 1,000 people)",105.916,2014
KGZ,Kyrgyzstan,57906,"Mortality rate, male adult (per 1,000 people)",237.716,2014
KGZ,Kyrgyzstan,58006,"HIV prevalence, adult (% ages 15-49)",0.2,2014
KGZ,Kyrgyzstan,61006,"Homicide rate (per 100,000 people)",5.475213452,2014
KGZ,Kyrgyzstan,63106,Population ages 15–64 (millions),3.773213,2014
KGZ,Kyrgyzstan,63206,"Gross enrolment ratio, primary (% of primary school-age population)",105.81745,2014
KGZ,Kyrgyzstan,63306,"Gross enrolment ratio, secondary (% of secondary school-age population)",90.85203,2014
KGZ,Kyrgyzstan,63406,"Gross enrolment ratio, tertiary (% of tertiary school-age population)",45.87522,2014
KGZ,Kyrgyzstan,64306,"Infants lacking immunization, measles (% of one-year-olds)",4,2014
KGZ,Kyrgyzstan,64406,"Infants lacking immunization, DTP (% of one-year-olds)",4,2014
KGZ,Kyrgyzstan,65606,Gross fixed capital formation (% of GDP),32.49102807,2014
KGZ,Kyrgyzstan,68606,Gender Inequality Index (GII),0.375,2014
KGZ,Kyrgyzstan,69206,Life expectancy at birth (years),70.626,2014
KGZ,Kyrgyzstan,69706,Expected years of schooling (years),12.9312,2014
KGZ,Kyrgyzstan,71406,Inequality-adjusted education index,0.683311645,2014
KGZ,Kyrgyzstan,71506,Inequality-adjusted life expectancy index,0.623089231,2014
KGZ,Kyrgyzstan,71606,Inequality-adjusted income index,0.474347908,2014
KGZ,Kyrgyzstan,73506,Overall loss in HDI due to inequality (%),14.43148688,2014
KGZ,Kyrgyzstan,89006,"Maternal mortality ratio (deaths per 100,000 live births)",69,2014
KGZ,Kyrgyzstan,97306,Natural resource depletion (% of GNI),5.635339218,2014
KGZ,Kyrgyzstan,99106,Net official development assistance received (% of GNI),8.7518376,2014
KGZ,Kyrgyzstan,100806,Forest area (% of total land area),3.362877998,2014
KGZ,Kyrgyzstan,101606,Inequality in education (%),5,2014
KGZ,Kyrgyzstan,101706,Inequality in income (%),17.7,2014
KGZ,Kyrgyzstan,101806,Inequality in life expectancy (%),20,2014
KGZ,Kyrgyzstan,103006,Mean years of schooling (years),10.80226247,2014
KGZ,Kyrgyzstan,103206,Life expectancy index,0.778861538,2014
KGZ,Kyrgyzstan,103606,Income index,0.576364408,2014
KGZ,Kyrgyzstan,103706,Education index,0.719275416,2014
KGZ,Kyrgyzstan,110906,"Unemployment, youth (% ages 15–24)",13.963,2014
KGZ,Kyrgyzstan,111106,International inbound tourists (thousands),413,2014
KGZ,Kyrgyzstan,111306,Private capital flows (% of GDP),-3.086274,2014
KGZ,Kyrgyzstan,120606,"Life expectancy at birth, female (years)",74.695,2014
KGZ,Kyrgyzstan,121106,"Life expectancy at birth, male (years)",66.698,2014
KGZ,Kyrgyzstan,121206,Young age (0-14) dependency ratio (per 100 people ages 15-64),48.22,2014
KGZ,Kyrgyzstan,122006,Old-age (65 and older) dependency ratio (per 100 people ages 15-64),6.675,2014
KGZ,Kyrgyzstan,123306,"Expected years of schooling, female (years)",13.5424,2014
KGZ,Kyrgyzstan,123406,"Expected years of schooling, male (years)",12.9208,2014
KGZ,Kyrgyzstan,123506,"Estimated gross national income per capita, female (2017 PPP $)",3003.979081,2014
KGZ,Kyrgyzstan,123606,"Estimated gross national income per capita, male (2017 PPP $)",6109.693151,2014
KGZ,Kyrgyzstan,128306,"Prison population (per 100,000 people)",163.9,2014
KGZ,Kyrgyzstan,132706,Population ages 65 and older (millions),0.251877,2014
KGZ,Kyrgyzstan,132806,Population under age 5 (millions),0.750071,2014
KGZ,Kyrgyzstan,133006,"Gross enrolment ratio, pre-primary (% of preschool-age children)",25.47683,2014
KGZ,Kyrgyzstan,133206,Exports and imports (% of GDP),125.12618,2014
KGZ,Kyrgyzstan,135006,Coefficient of human inequality,14.23333333,2014
KGZ,Kyrgyzstan,136906,"Human Development Index (HDI), female",0.673601348,2014
KGZ,Kyrgyzstan,137006,"Human Development Index (HDI), male",0.695234298,2014
KGZ,Kyrgyzstan,137506,Human Development Index (HDI),0.686,2014
KGZ,Kyrgyzstan,137906,Gender Development Index (GDI),0.968883944,2014
KGZ,Kyrgyzstan,138806,Inequality-adjusted HDI (IHDI),0.587,2014
KGZ,Kyrgyzstan,140606,"Unemployment, total (% of labour force)",8.05,2014
KGZ,Kyrgyzstan,147206,International student mobility (% of total tertiary enrolment),1.38213,2014
KGZ,Kyrgyzstan,147906,Youth not in school or employment (% ages 15-24),20.72,2014
KGZ,Kyrgyzstan,148206,Labour force participation rate (% ages 15 and older),62.398,2014
KGZ,Kyrgyzstan,148306,Employment to population ratio (% ages 15 and older),57.375,2014
KGZ,Kyrgyzstan,149206,Government expenditure on education (% of GDP),5.5316,2014
KGZ,Kyrgyzstan,150606,Employment in agriculture (% of total employment),31.59,2014
KGZ,Kyrgyzstan,150706,Employment in services (% of total employment),47.98,2014
KGZ,Kyrgyzstan,153706,Working poor at PPP$3.20 a day (% of total employment),15.224,2014
KGZ,Kyrgyzstan,164406,Adjusted net savings (% of GNI),-10.1992,2014
KGZ,Kyrgyzstan,169706,Total unemployment rate (female to male ratio),1.350021334,2014
KGZ,Kyrgyzstan,169806,Youth unemployment rate (female to male ratio),1.426229508,2014
KGZ,Kyrgyzstan,170006,Concentration index (exports) (value),0.370357274,2014
KGZ,Kyrgyzstan,174206,"Total debt service (% of exports of goods, services and primary income)",12.164615,2014
KGZ,Kyrgyzstan,174306,Fossil fuel energy consumption (% of total energy consumption),75.47621896,2014
KGZ,Kyrgyzstan,175106,"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",39.03350807,2014
KGZ,Kyrgyzstan,175206,"Antenatal care coverage, at least one visit (%)",98.4,2014
KGZ,Kyrgyzstan,175506,"Contraceptive prevalence, any method (% of married or in-union women of reproductive age, 15–49 years)",42,2014
KGZ,Kyrgyzstan,175606,"Unmet need for family planning (% of married or in-union women of reproductive age, 15–49 years)",19.1,2014
KGZ,Kyrgyzstan,175706,Women with account at financial institution or with mobile money-service provider (% of female population ages 15 and older),18.92935753,2014
KGZ,Kyrgyzstan,177706,Survival rate to the last grade of lower secondary general education (%),94.78272,2014
KGZ,Kyrgyzstan,178306,Gross capital formation (% of GDP),36.756727,2014
KGZ,Kyrgyzstan,179706,Ratio of education and health expenditure to military expenditure,7.521882,2014
KGZ,Kyrgyzstan,181206,Proportion of births attended by skilled health personnel (%),98.4,2014
KGZ,Kyrgyzstan,181706,Rural population with access to electricity (%),99.744636,2014
KGZ,Kyrgyzstan,181806,Current health expenditure (% of GDP),7.357664,2014
KGZ,Kyrgyzstan,182106,"Malaria incidence (per 1,000 people at risk)",0,2014
KGZ,Kyrgyzstan,182206,"Tuberculosis incidence (per 100,000 people)",126,2014
KGZ,Kyrgyzstan,182806,Population using safely managed drinking-water services (%),65,2014
KGZ,Kyrgyzstan,183906,"Labour share of GDP, comprising wages and social protection transfers (%)",39,2014
KGZ,Kyrgyzstan,184306,"Number of deaths and missing persons attributed to disasters (per 100,000 population)",1.14637,2014
KGZ,Kyrgyzstan,186706,"Carbon dioxide emissions, per unit of GDP (kg per 2010 US$ of GDP)",0.49652,2014
KGZ,Kyrgyzstan,194506,"Gross domestic product (GDP), total (2017 PPP $ billions)",27.55573287,2014
KGZ,Kyrgyzstan,194906,GDP per capita (2017 PPP $),4722.086003,2014
KGZ,Kyrgyzstan,195606,"Carbon dioxide emissions, production emissions per capita (tonnes)",1.727187053,2014
KGZ,Kyrgyzstan,195706,Gross national income (GNI) per capita (constant 2017 PPP$),4540.283615,2014
KGZ,Kyrgyzstan,195906,"Domestic material consumption per capita, (tonnes)",8.3439,2014
KGZ,Kyrgyzstan,196006,"Use of fertilizer nutrient nitrogen (N), per area of cropland (kg per hectare)",26.37,2014
KGZ,Kyrgyzstan,196106,"Use of fertilizer nutrient phosphorus (expressed as P2O5), per area of cropland (kg per hectare)",3.66,2014
KGZ,Kyrgyzstan,23806,Population with at least some secondary education (% ages 25 and older),97.472,2013
KGZ,Kyrgyzstan,23906,"Population with at least some secondary education, female (% ages 25 and older)",97.084,2013
KGZ,Kyrgyzstan,24006,"Population with at least some secondary education, male (% ages 25 and older)",97.924,2013
KGZ,Kyrgyzstan,24106,"Mean years of schooling, female (years)",10.8409,2013
KGZ,Kyrgyzstan,24206,"Mean years of schooling, male (years)",10.6432,2013
KGZ,Kyrgyzstan,31706,Share of seats in parliament (% held by women),23.33333333,2013
KGZ,Kyrgyzstan,36806,"Adolescent birth rate (births per 1,000 women ages 15-19)",38.3092,2013
KGZ,Kyrgyzstan,43006,Vulnerable employment (% of total employment),42.378,2013
KGZ,Kyrgyzstan,43606,"Internet users, total (% of population)",23,2013
KGZ,Kyrgyzstan,44206,Total population (millions),5.731312,2013
KGZ,Kyrgyzstan,45106,Urban population (%),35.5,2013
KGZ,Kyrgyzstan,45806,Primary school teachers trained to teach (%),92.14503,2013
KGZ,Kyrgyzstan,46006,Mobile phone subscriptions (per 100 people),117.556,2013
KGZ,Kyrgyzstan,46106,Primary school dropout rate (% of primary school cohort),1.20556,2013
KGZ,Kyrgyzstan,46206,"Pupil-teacher ratio, primary school (pupils per teacher)",24.54686,2013
KGZ,Kyrgyzstan,48706,"Labour force participation rate (% ages 15 and older), female",49.215,2013
KGZ,Kyrgyzstan,48806,"Labour force participation rate (% ages 15 and older), male",76.482,2013
KGZ,Kyrgyzstan,52306,Research and development expenditure (% of GDP),0.14914,2013
KGZ,Kyrgyzstan,52606,"Remittances, inflows (% of GDP)",31.056436,2013
KGZ,Kyrgyzstan,53506,"Foreign direct investment, net inflows (% of GDP)",8.3437573,2013
KGZ,Kyrgyzstan,57206,"Mortality rate, infant (per 1,000 live births)",21.991332,2013
KGZ,Kyrgyzstan,57506,"Mortality rate, under-five (per 1,000 live births)",24.744568,2013
KGZ,Kyrgyzstan,57806,"Mortality rate, female adult (per 1,000 people)",109.541,2013
KGZ,Kyrgyzstan,57906,"Mortality rate, male adult (per 1,000 people)",246.138,2013
KGZ,Kyrgyzstan,58006,"HIV prevalence, adult (% ages 15-49)",0.2,2013
KGZ,Kyrgyzstan,61006,"Homicide rate (per 100,000 people)",5.251851583,2013
KGZ,Kyrgyzstan,63106,Population ages 15–64 (millions),3.722771,2013
KGZ,Kyrgyzstan,63206,"Gross enrolment ratio, primary (% of primary school-age population)",105.02094,2013
KGZ,Kyrgyzstan,63306,"Gross enrolment ratio, secondary (% of secondary school-age population)",89.0277,2013
KGZ,Kyrgyzstan,63406,"Gross enrolment ratio, tertiary (% of tertiary school-age population)",47.48235,2013
KGZ,Kyrgyzstan,64306,"Infants lacking immunization, measles (% of one-year-olds)",1,2013
KGZ,Kyrgyzstan,64406,"Infants lacking immunization, DTP (% of one-year-olds)",2,2013
KGZ,Kyrgyzstan,65606,Gross fixed capital formation (% of GDP),29.55950946,2013
KGZ,Kyrgyzstan,68606,Gender Inequality Index (GII),0.375,2013
KGZ,Kyrgyzstan,69206,Life expectancy at birth (years),70.289,2013
KGZ,Kyrgyzstan,69706,Expected years of schooling (years),12.68334,2013
KGZ,Kyrgyzstan,71406,Inequality-adjusted education index,0.66347393,2013
KGZ,Kyrgyzstan,71506,Inequality-adjusted life expectancy index,0.618941538,2013
KGZ,Kyrgyzstan,71606,Inequality-adjusted income index,0.433334781,2013
KGZ,Kyrgyzstan,73506,Overall loss in HDI due to inequality (%),17.35294118,2013
KGZ,Kyrgyzstan,89006,"Maternal mortality ratio (deaths per 100,000 live births)",70,2013
KGZ,Kyrgyzstan,97306,Natural resource depletion (% of GNI),7.09484343,2013
KGZ,Kyrgyzstan,99106,Net official development assistance received (% of GNI),7.8045118,2013
KGZ,Kyrgyzstan,100806,Forest area (% of total land area),3.404588113,2013
KGZ,Kyrgyzstan,101606,Inequality in education (%),6.6,2013
KGZ,Kyrgyzstan,101706,Inequality in income (%),24.1,2013
KGZ,Kyrgyzstan,101806,Inequality in life expectancy (%),20,2013
KGZ,Kyrgyzstan,103006,Mean years of schooling (years),10.74127581,2013
KGZ,Kyrgyzstan,103206,Life expectancy index,0.773676923,2013
KGZ,Kyrgyzstan,103606,Income index,0.570928565,2013
KGZ,Kyrgyzstan,103706,Education index,0.710357527,2013
KGZ,Kyrgyzstan,110906,"Unemployment, youth (% ages 15–24)",13.386,2013
KGZ,Kyrgyzstan,111106,International inbound tourists (thousands),415,2013
KGZ,Kyrgyzstan,111306,Private capital flows (% of GDP),-8.505405,2013
KGZ,Kyrgyzstan,120606,"Life expectancy at birth, female (years)",74.353,2013
KGZ,Kyrgyzstan,121106,"Life expectancy at birth, male (years)",66.362,2013
KGZ,Kyrgyzstan,121206,Young age (0-14) dependency ratio (per 100 people ages 15-64),47.311,2013
KGZ,Kyrgyzstan,122006,Old-age (65 and older) dependency ratio (per 100 people ages 15-64),6.641,2013
KGZ,Kyrgyzstan,123306,"Expected years of schooling, female (years)",13.3681,2013
KGZ,Kyrgyzstan,123406,"Expected years of schooling, male (years)",12.7644,2013
KGZ,Kyrgyzstan,123506,"Estimated gross national income per capita, female (2017 PPP $)",2873.320377,2013
KGZ,Kyrgyzstan,123606,"Estimated gross national income per capita, male (2017 PPP $)",5919.876672,2013
KGZ,Kyrgyzstan,128306,"Prison population (per 100,000 people)",174.4,2013
KGZ,Kyrgyzstan,132706,Population ages 65 and older (millions),0.247242,2013
KGZ,Kyrgyzstan,132806,Population under age 5 (millions),0.720572,2013
KGZ,Kyrgyzstan,133006,"Gross enrolment ratio, pre-primary (% of preschool-age children)",26.34639,2013
KGZ,Kyrgyzstan,133206,Exports and imports (% of GDP),134.02679,2013
KGZ,Kyrgyzstan,135006,Coefficient of human inequality,16.9,2013
KGZ,Kyrgyzstan,136906,"Human Development Index (HDI), female",0.6668125,2013
KGZ,Kyrgyzstan,137006,"Human Development Index (HDI), male",0.690136806,2013
KGZ,Kyrgyzstan,137506,Human Development Index (HDI),0.68,2013
KGZ,Kyrgyzstan,137906,Gender Development Index (GDI),0.966203358,2013
KGZ,Kyrgyzstan,138806,Inequality-adjusted HDI (IHDI),0.562,2013
KGZ,Kyrgyzstan,140606,"Unemployment, total (% of labour force)",8.33,2013
KGZ,Kyrgyzstan,147206,International student mobility (% of total tertiary enrolment),1.88016,2013
KGZ,Kyrgyzstan,147906,Youth not in school or employment (% ages 15-24),21.23,2013
KGZ,Kyrgyzstan,148206,Labour force participation rate (% ages 15 and older),62.503,2013
KGZ,Kyrgyzstan,148306,Employment to population ratio (% ages 15 and older),57.297,2013
KGZ,Kyrgyzstan,149206,Government expenditure on education (% of GDP),6.7802,2013
KGZ,Kyrgyzstan,150606,Employment in agriculture (% of total employment),31.673,2013
KGZ,Kyrgyzstan,150706,Employment in services (% of total employment),48.125,2013
KGZ,Kyrgyzstan,153706,Working poor at PPP$3.20 a day (% of total employment),21.455,2013
KGZ,Kyrgyzstan,164406,Adjusted net savings (% of GNI),-10.022781,2013
KGZ,Kyrgyzstan,169706,Total unemployment rate (female to male ratio),1.30013459,2013
KGZ,Kyrgyzstan,169806,Youth unemployment rate (female to male ratio),1.31829197,2013
KGZ,Kyrgyzstan,170006,Concentration index (exports) (value),0.424077929,2013
KGZ,Kyrgyzstan,174206,"Total debt service (% of exports of goods, services and primary income)",10.077616,2013
KGZ,Kyrgyzstan,174306,Fossil fuel energy consumption (% of total energy consumption),72.20951787,2013
KGZ,Kyrgyzstan,175106,"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",39.05444036,2013
KGZ,Kyrgyzstan,177706,Survival rate to the last grade of lower secondary general education (%),96.57793,2013
KGZ,Kyrgyzstan,178306,Gross capital formation (% of GDP),33.898836,2013
KGZ,Kyrgyzstan,179406,Skilled labour force (% of labour force),92.68,2013
KGZ,Kyrgyzstan,179706,Ratio of education and health expenditure to military expenditure,9.225846,2013
KGZ,Kyrgyzstan,181206,Proportion of births attended by skilled health personnel (%),99,2013
KGZ,Kyrgyzstan,181706,Rural population with access to electricity (%),99.311144,2013
KGZ,Kyrgyzstan,181806,Current health expenditure (% of GDP),8.187451,2013
KGZ,Kyrgyzstan,182106,"Malaria incidence (per 1,000 people at risk)",0,2013
KGZ,Kyrgyzstan,182206,"Tuberculosis incidence (per 100,000 people)",142,2013
KGZ,Kyrgyzstan,182806,Population using safely managed drinking-water services (%),63,2013
KGZ,Kyrgyzstan,183906,"Labour share of GDP, comprising wages and social protection transfers (%)",41.40000153,2013
KGZ,Kyrgyzstan,184306,"Number of deaths and missing persons attributed to disasters (per 100,000 population)",1.65756,2013
KGZ,Kyrgyzstan,186706,"Carbon dioxide emissions, per unit of GDP (kg per 2010 US$ of GDP)",0.50043,2013
KGZ,Kyrgyzstan,194506,"Gross domestic product (GDP), total (2017 PPP $ billions)",26.48977412,2013
KGZ,Kyrgyzstan,194906,GDP per capita (2017 PPP $),4631.403267,2013
KGZ,Kyrgyzstan,195606,"Carbon dioxide emissions, production emissions per capita (tonnes)",1.685218876,2013
KGZ,Kyrgyzstan,195706,Gross national income (GNI) per capita (constant 2017 PPP$),4379.803244,2013
KGZ,Kyrgyzstan,195906,"Domestic material consumption per capita, (tonnes)",8.31035,2013
KGZ,Kyrgyzstan,196006,"Use of fertilizer nutrient nitrogen (N), per area of cropland (kg per hectare)",21.51,2013
KGZ,Kyrgyzstan,196106,"Use of fertilizer nutrient phosphorus (expressed as P2O5), per area of cropland (kg per hectare)",4.37,2013
KGZ,Kyrgyzstan,23806,Population with at least some secondary education (% ages 25 and older),96.858,2012
KGZ,Kyrgyzstan,23906,"Population with at least some secondary education, female (% ages 25 and older)",96.226,2012
KGZ,Kyrgyzstan,24006,"Population with at least some secondary education, male (% ages 25 and older)",97.536,2012
KGZ,Kyrgyzstan,24106,"Mean years of schooling, female (years)",10.7507,2012
KGZ,Kyrgyzstan,24206,"Mean years of schooling, male (years)",10.6129,2012
KGZ,Kyrgyzstan,31706,Share of seats in parliament (% held by women),23.33333333,2012
KGZ,Kyrgyzstan,36806,"Adolescent birth rate (births per 1,000 women ages 15-19)",35.4548,2012
KGZ,Kyrgyzstan,43006,Vulnerable employment (% of total employment),36.159,2012
KGZ,Kyrgyzstan,43606,"Internet users, total (% of population)",19.8,2012
KGZ,Kyrgyzstan,44206,Total population (millions),5.621583,2012
KGZ,Kyrgyzstan,45106,Urban population (%),35.4,2012
KGZ,Kyrgyzstan,45806,Primary school teachers trained to teach (%),71.97358,2012
KGZ,Kyrgyzstan,46006,Mobile phone subscriptions (per 100 people),120.924,2012
KGZ,Kyrgyzstan,46106,Primary school dropout rate (% of primary school cohort),2.25683,2012
KGZ,Kyrgyzstan,46206,"Pupil-teacher ratio, primary school (pupils per teacher)",23.89988,2012
KGZ,Kyrgyzstan,48706,"Labour force participation rate (% ages 15 and older), female",51.576,2012
KGZ,Kyrgyzstan,48806,"Labour force participation rate (% ages 15 and older), male",76.9,2012
KGZ,Kyrgyzstan,52306,Research and development expenditure (% of GDP),0.1661,2012
KGZ,Kyrgyzstan,52606,"Remittances, inflows (% of GDP)",30.754446,2012
KGZ,Kyrgyzstan,53506,"Foreign direct investment, net inflows (% of GDP)",3.9503705,2012
KGZ,Kyrgyzstan,57206,"Mortality rate, infant (per 1,000 live births)",23.137555,2012
KGZ,Kyrgyzstan,57506,"Mortality rate, under-five (per 1,000 live births)",26.066882,2012
KGZ,Kyrgyzstan,57806,"Mortality rate, female adult (per 1,000 people)",113.165,2012
KGZ,Kyrgyzstan,57906,"Mortality rate, male adult (per 1,000 people)",254.56,2012
KGZ,Kyrgyzstan,58006,"HIV prevalence, adult (% ages 15-49)",0.2,2012
KGZ,Kyrgyzstan,61006,"Homicide rate (per 100,000 people)",6.759661825,2012
KGZ,Kyrgyzstan,63106,Population ages 15–64 (millions),3.670719,2012
KGZ,Kyrgyzstan,63206,"Gross enrolment ratio, primary (% of primary school-age population)",103.1013,2012
KGZ,Kyrgyzstan,63306,"Gross enrolment ratio, secondary (% of secondary school-age population)",88.37131,2012
KGZ,Kyrgyzstan,63406,"Gross enrolment ratio, tertiary (% of tertiary school-age population)",43.95517,2012
KGZ,Kyrgyzstan,64306,"Infants lacking immunization, measles (% of one-year-olds)",2,2012
KGZ,Kyrgyzstan,64406,"Infants lacking immunization, DTP (% of one-year-olds)",4,2012
KGZ,Kyrgyzstan,65606,Gross fixed capital formation (% of GDP),31.39140397,2012
KGZ,Kyrgyzstan,68606,Gender Inequality Index (GII),0.37,2012
KGZ,Kyrgyzstan,69206,Life expectancy at birth (years),69.868,2012
KGZ,Kyrgyzstan,69706,Expected years of schooling (years),12.74072,2012
KGZ,Kyrgyzstan,71406,Inequality-adjusted education index,0.663773823,2012
KGZ,Kyrgyzstan,71506,Inequality-adjusted life expectancy index,0.6152944,2012
KGZ,Kyrgyzstan,71606,Inequality-adjusted income index,0.427443856,2012
KGZ,Kyrgyzstan,73506,Overall loss in HDI due to inequality (%),17.06231454,2012
KGZ,Kyrgyzstan,89006,"Maternal mortality ratio (deaths per 100,000 live births)",74,2012
KGZ,Kyrgyzstan,97306,Natural resource depletion (% of GNI),5.234019159,2012
KGZ,Kyrgyzstan,99106,Net official development assistance received (% of GNI),7.3104676,2012
KGZ,Kyrgyzstan,100806,Forest area (% of total land area),3.446298227,2012
KGZ,Kyrgyzstan,101606,Inequality in education (%),6.5,2012
KGZ,Kyrgyzstan,101706,Inequality in income (%),24.1,2012
KGZ,Kyrgyzstan,101806,Inequality in life expectancy (%),19.8,2012
KGZ,Kyrgyzstan,103006,Mean years of schooling (years),10.68028914,2012
KGZ,Kyrgyzstan,103206,Life expectancy index,0.7672,2012
KGZ,Kyrgyzstan,103606,Income index,0.563167136,2012
KGZ,Kyrgyzstan,103706,Education index,0.709918527,2012
KGZ,Kyrgyzstan,110906,"Unemployment, youth (% ages 15–24)",17.464,2012
KGZ,Kyrgyzstan,111106,International inbound tourists (thousands),348,2012
KGZ,Kyrgyzstan,111306,Private capital flows (% of GDP),-4.280372,2012
KGZ,Kyrgyzstan,120606,"Life expectancy at birth, female (years)",73.941,2012
KGZ,Kyrgyzstan,121106,"Life expectancy at birth, male (years)",65.936,2012
KGZ,Kyrgyzstan,121206,Young age (0-14) dependency ratio (per 100 people ages 15-64),46.479,2012
KGZ,Kyrgyzstan,122006,Old-age (65 and older) dependency ratio (per 100 people ages 15-64),6.667,2012
KGZ,Kyrgyzstan,123306,"Expected years of schooling, female (years)",12.9618,2012
KGZ,Kyrgyzstan,123406,"Expected years of schooling, male (years)",12.5224,2012
KGZ,Kyrgyzstan,123506,"Estimated gross national income per capita, female (2017 PPP $)",2804.686952,2012
KGZ,Kyrgyzstan,123606,"Estimated gross national income per capita, male (2017 PPP $)",5547.507344,2012
KGZ,Kyrgyzstan,128306,"Prison population (per 100,000 people)",174.8,2012
KGZ,Kyrgyzstan,132706,Population ages 65 and older (millions),0.244743,2012
KGZ,Kyrgyzstan,132806,Population under age 5 (millions),0.684518,2012
KGZ,Kyrgyzstan,133006,"Gross enrolment ratio, pre-primary (% of preschool-age children)",24.06679,2012
KGZ,Kyrgyzstan,133206,Exports and imports (% of GDP),139.67594,2012
KGZ,Kyrgyzstan,135006,Coefficient of human inequality,16.8,2012
KGZ,Kyrgyzstan,136906,"Human Development Index (HDI), female",0.65909962,2012
KGZ,Kyrgyzstan,137006,"Human Development Index (HDI), male",0.681958092,2012
KGZ,Kyrgyzstan,137506,Human Development Index (HDI),0.674,2012
KGZ,Kyrgyzstan,137906,Gender Development Index (GDI),0.966481119,2012
KGZ,Kyrgyzstan,138806,Inequality-adjusted HDI (IHDI),0.559,2012
KGZ,Kyrgyzstan,140606,"Unemployment, total (% of labour force)",8.43,2012
KGZ,Kyrgyzstan,147206,International student mobility (% of total tertiary enrolment),1.57137,2012
KGZ,Kyrgyzstan,147906,Youth not in school or employment (% ages 15-24),22.279,2012
KGZ,Kyrgyzstan,148206,Labour force participation rate (% ages 15 and older),63.917,2012
KGZ,Kyrgyzstan,148306,Employment to population ratio (% ages 15 and older),58.529,2012
KGZ,Kyrgyzstan,149206,Government expenditure on education (% of GDP),7.38423,2012
KGZ,Kyrgyzstan,150606,Employment in agriculture (% of total employment),30.09,2012
KGZ,Kyrgyzstan,150706,Employment in services (% of total employment),48.2,2012
KGZ,Kyrgyzstan,153706,Working poor at PPP$3.20 a day (% of total employment),16.867,2012
KGZ,Kyrgyzstan,164406,Adjusted net savings (% of GNI),-0.85689279,2012
KGZ,Kyrgyzstan,169706,Total unemployment rate (female to male ratio),1.231509164,2012
KGZ,Kyrgyzstan,169806,Youth unemployment rate (female to male ratio),1.246625,2012
KGZ,Kyrgyzstan,170006,Concentration index (exports) (value),0.281435106,2012
KGZ,Kyrgyzstan,174206,"Total debt service (% of exports of goods, services and primary income)",9.8343838,2012
KGZ,Kyrgyzstan,174306,Fossil fuel energy consumption (% of total energy consumption),73.86900016,2012
KGZ,Kyrgyzstan,175106,"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",41.19388881,2012
KGZ,Kyrgyzstan,175206,"Antenatal care coverage, at least one visit (%)",97,2012
KGZ,Kyrgyzstan,175506,"Contraceptive prevalence, any method (% of married or in-union women of reproductive age, 15–49 years)",36.3,2012
KGZ,Kyrgyzstan,175606,"Unmet need for family planning (% of married or in-union women of reproductive age, 15–49 years)",18,2012
KGZ,Kyrgyzstan,175906,"Share of graduates in science, technology, engineering and mathematics programmes at tertiary level, female (%)",11.2195,2012
KGZ,Kyrgyzstan,177706,Survival rate to the last grade of lower secondary general education (%),95.47973,2012
KGZ,Kyrgyzstan,178306,Gross capital formation (% of GDP),34.961074,2012
KGZ,Kyrgyzstan,179406,Skilled labour force (% of labour force),92.17,2012
KGZ,Kyrgyzstan,179706,Ratio of education and health expenditure to military expenditure,9.763,2012
KGZ,Kyrgyzstan,180706,"Share of graduates in science, technology, engineering and mathematics programmes at tertiary level, male (%)",25.33043,2012
KGZ,Kyrgyzstan,181206,Proportion of births attended by skilled health personnel (%),99.1,2012
KGZ,Kyrgyzstan,181706,Rural population with access to electricity (%),99.8,2012
KGZ,Kyrgyzstan,181806,Current health expenditure (% of GDP),8.509663,2012
KGZ,Kyrgyzstan,182106,"Malaria incidence (per 1,000 people at risk)",0,2012
KGZ,Kyrgyzstan,182206,"Tuberculosis incidence (per 100,000 people)",127,2012
KGZ,Kyrgyzstan,182806,Population using safely managed drinking-water services (%),61,2012
KGZ,Kyrgyzstan,183506,"Share of graduates from science, technology, engineering and mathematics programmes in tertiary education who are female (%)",41.30435,2012
KGZ,Kyrgyzstan,183706,"Share of graduates from science, technology, engineering and mathematics programmes in tertiary education who are male (%)",58.69565,2012
KGZ,Kyrgyzstan,183906,"Labour share of GDP, comprising wages and social protection transfers (%)",40.59999847,2012
KGZ,Kyrgyzstan,184306,"Number of deaths and missing persons attributed to disasters (per 100,000 population)",1.76107,2012
KGZ,Kyrgyzstan,186706,"Carbon dioxide emissions, per unit of GDP (kg per 2010 US$ of GDP)",0.6066,2012
